"BarabasiAlbert(N=500,m=2)"
0.998,0.998,0.998,0.998,0.998,0.998,0.996,0.994,0.998,0.998,0.994,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.996,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.994,0.998,0.998,0.998,0.198,0.998,0.998,0.998,0.998,0.206,0.184,0.996,0.992,0.162,0.178,0.998,0.998,0.998,0.996,0.138,0.998,0.168,0.202,0.152,0.17,0.148,0.998,0.168,0.204,0.152,0.13,0.186,0.154,0.192,0.152,0.156,0.998,0.998,0.998,0.154,0.168,0.996,0.998,0.18,0.164,0.15,0.172,0.152,0.146,0.148,0.182,0.168,0.156,0.16,0.154,0.19,0.166,0.15,0.17,0.17,0.166,0.2,0.164,0.17,0.164,0.21,0.18,0.156,0.998,0.996,0.998,0.144,0.146,0.186,0.172,0.998,0.998,0.204,0.998,0.16,0.192,0.152,0.174,0.178,0.16,0.998,0.178,0.178,0.154,0.174,0.162,0.172,0.998,0.18,0.166,0.162,0.17,0.202,0.182,0.118,0.138,0.144,0.166,0.174,0.156,0.996,0.164,0.172,0.164,0.154,0.146,0.172,0.994,0.172,0.16,0.162,0.166,0.202,0.172,0.156,0.208,0.162,0.152,0.168,0.19,0.182,0.164,0.998,0.184,0.158,0.998,0.194,0.144,0.148,0.158,0.156,0.156,0.18,0.174,0.168,0.166,0.114,0.19,0.16,0.15,0.16,0.182,0.174,0.168,0.164,0.172,0.162,0.178,0.186,0.17,0.166,0.152,0.2,0.19,0.156,0.152,0.188,0.2,0.164,0.136,0.166,0.158,0.148,0.148,0.18,0.998,0.178,0.176,0.17,0.166,0.998,0.166,0.168,0.176,0.14,0.998,0.172,0.17,0.166,0.166,0.166,0.174,0.15,0.136,0.162,0.168,0.166,0.142,0.158,0.18,0.156,0.152,0.132,0.168,0.142,0.18,0.158,0.136,0.144,0.17,0.14,0.174,0.162,0.166,0.162,0.168,0.158,0.15,0.176,0.17,0.16,0.156,0.178,0.156,0.176,0.16,0.192,0.148,0.18,0.166,0.174,0.19,0.168,0.184,0.164,0.162,0.146,0.164,0.18,0.176,0.166,0.154,0.142,0.162,0.178,0.142,0.192,0.134,0.172,0.164,0.168,0.16,0.156,0.166,0.156,0.152,0.164,0.202,0.148,0.142,0.166,0.204,0.14,0.15,0.164,0.142,0.134,0.142,0.168,0.16,0.166,0.16,0.152,0.136,0.148,0.172,0.142,0.148,0.116,0.166,0.168,0.156,0.15,0.158,0.164,0.148,0.152,0.152,0.14,0.176,0.164,0.202,0.188,0.176,0.178,0.154,0.17,0.146,0.156,0.156,0.194,0.168,0.17,0.156,0.162,0.144,0.158,0.158,0.144,0.164,0.178,0.14,0.196,0.182,0.172,0.162,0.158,0.172,0.22,0.19,0.164,0.134,0.196,0.174,0.152,0.178,0.17,0.172,0.184,0.166,0.162,0.15,0.176,0.166,0.154,0.154,0.15,0.146,0.154,0.164,0.15,0.146,0.17,0.172,0.176,0.156,0.144,0.186,0.166,0.154,0.124,0.172,0.15,0.166,0.166,0.178,0.186,0.172,0.138,0.16,0.998,0.164,0.152,0.182,0.154,0.148,0.176,0.176,0.152,0.18,0.164,0.158,0.142,0.168,0.186,0.176,0.17,0.16,0.154,0.164,0.158,0.172,0.194,0.142,0.16,0.146,0.178,0.152,0.162,0.176,0.19,0.186,0.182,0.146,0.204,0.186,0.154,0.182,0.168,0.176,0.15,0.178,0.168,0.194,0.17,0.196,0.158,0.158,0.172,0.142,0.154,0.144,0.148,0.198,0.2,0.148,0.148,0.162,0.218,0.13,0.162,0.162,0.17,0.19,0.182,0.176,0.154,0.16,0.178,0.172,0.174,0.132,0.172,0.162,0.152,0.2,0.18,0.164,0.158,0.164,0.176,0.14,0.158,0.192,0.196,0.19,0.182,0.168,0.15,0.18,0.178,0.176,0.166,0.18,0.128,0.204,0.19,0.158,0.172,0.148,0.172,0.128,0.164,0.164,0.162,0.14,0.152,0.182,0.148,0.144,0.168,0.178,0.146,0.186,0.146,0.182,0.182,0.194
